Index_,Event_Unique_ID,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Lat,Long,ObjectId
170,1433643,2006,D31,Shooting,1150084800000,28,Rustic (28),43.7165451,-79.5023117,270
171,1269372,2006,D12,Stabbing,1150171200000,115,Mount Dennis (115),43.6879234,-79.4920197,271
172,1556233,2006,D31,Stabbing,1150948800000,26,Downsview-Roding-CFB (26),43.7190781,-79.5081558,272
173,1523520,2006,D42,Shooting,1151035200000,132,Malvern (132),43.8025093,-79.2244797,273
174,1712933,2006,D51,Other,1151035200000,75,Church-Yonge Corridor (75),43.6667061,-79.3813629,274
175,1614702,2006,D51,Shooting,1151294400000,77,Waterfront Communities-The Island (77),43.6472855,-79.3685532,275
176,1463143,2006,D12,Shooting,1151812800000,90,Junction Area (90),43.6789017,-79.4740753,276
177,1436777,2006,D22,Shooting,1152072000000,20,Alderwood (20),43.600853,-79.5448608,277
178,1680741,2006,D51,Shooting,1152590400000,75,Church-Yonge Corridor (75),43.6548309,-79.3764572,278
179,1789165,2006,D42,Shooting,1152676800000,131,Rouge (131),43.8298149,-79.2264557,279
180,1482034,2006,D12,Shooting,1152676800000,115,Mount Dennis (115),43.6879234,-79.4920197,280
181,1720929,2006,D23,Stabbing,1152849600000,1,West Humber-Clairville (1),43.7321815,-79.5920868,281
182,1753633,2006,D54,Stabbing,1152936000000,54,O'Connor-Parkview (54),43.7138062,-79.3106232,282
183,1436568,2006,D52,Shooting,1153108800000,54,O'Connor-Parkview (54),43.7138062,-79.3106232,283
184,1558823,2006,D54,Other,1149220800000,66,Danforth (66),43.6822777,-79.3327179,284
185,1436461,2006,D42,Other,1153972800000,132,Malvern (132),43.8078041,-79.2155991,285
186,1684861,2006,D11,Other,1154750400000,85,South Parkdale (85),43.6387367,-79.4366074,286
187,1467979,2006,D52,Stabbing,1157947200000,76,Bay Street Corridor (76),43.6585121,-79.3848953,287
188,1467979,2006,D52,Stabbing,1157947200000,76,Bay Street Corridor (76),43.6585121,-79.3848953,288
189,1442534,2006,D42,Shooting,1158206400000,117,L'Amoreaux (117),43.8006516,-79.3070679,289
190,1825448,2006,D43,Other,1158465600000,137,Woburn (137),43.770462,-79.2403641,290
191,1873074,2006,D14,Shooting,1158465600000,85,South Parkdale (85),43.6385841,-79.4291306,291
192,1859866,2006,D42,Stabbing,1158465600000,116,Steeles (116),43.8073692,-79.3256378,292
193,1696275,2006,D41,Other,1158811200000,122,Birchcliffe-Cliffside (122),43.7101784,-79.2564621,293
194,1448580,2006,D51,Other,1158897600000,75,Church-Yonge Corridor (75),43.662899,-79.3837357,294
195,1710058,2006,D31,Shooting,1159156800000,21,Humber Summit (21),43.7590561,-79.5691071,295
196,1905589,2006,D54,Shooting,1160366400000,43,Victoria Village (43),43.7189102,-79.3044662,296
197,1696286,2006,D41,Other,1161057600000,119,Wexford/Maryvale (119),43.7279434,-79.3004837,297
198,1603174,2006,D43,Stabbing,1161403200000,135,Morningside (135),43.7892799,-79.1943588,298
199,1877732,2006,D22,Other,1161921600000,16,Stonegate-Queensway (16),43.6277351,-79.4962692,299
200,1855834,2006,D51,Stabbing,1160539200000,71,Cabbagetown-South St.James Town (71),43.6660957,-79.3641586,300
601,4911563,2013,D14,Other,1358571600000,93,Dovercourt-Wallace Emerson-Junction (93),43.6698418,-79.4262848,301
401,3363634,2009,D51,Shooting,1249358400000,17,Mimico (includes Humber Bay Shores) (17),43.6104546,-79.4945831,302
701,1786165,2006,D42,Shooting,1152676800000,131,Rouge (131),43.8298149,-79.2264557,303
301,2520381,2008,D43,Shooting,1201842000000,138,Eglinton East (138),43.7447929,-79.2447205,304
302,2428060,2008,D42,Shooting,1203224400000,132,Malvern (132),43.8135796,-79.2305603,305
303,2377423,2008,D43,Shooting,1203656400000,137,Woburn (137),43.7637329,-79.2114182,306
304,2604028,2008,D14,Other,1203742800000,81,Trinity-Bellwoods (81),43.647747,-79.4095001,307
305,2651936,2008,D32,Other,1204174800000,33,Clanton Park (33),43.751667,-79.456749,308
306,2704738,2008,D32,Shooting,1205467200000,31,Yorkdale-Glen Park (31),43.7191162,-79.4482269,309
307,2722663,2008,D22,Stabbing,1205812800000,13,Etobicoke West Mall (13),43.6523972,-79.5722122,310
308,2371247,2008,D55,Shooting,1205812800000,70,South Riverdale (70),43.6648445,-79.3416061,311
309,2586161,2008,D14,Stabbing,1208404800000,93,Dovercourt-Wallace Emerson-Junction (93),43.6620674,-79.4458618,312
310,2651181,2008,D43,Stabbing,1209873600000,139,Scarborough Village (139),43.7451057,-79.2197266,313
702,4140412,2011,D41,Other,1318824000000,120,Clairlea-Birchmount (120),43.7125626,-79.2633667,314
311,2743492,2008,D12,Stabbing,1209528000000,90,Junction Area (90),43.6678658,-79.4656143,315
703,3405116,2011,D14,Other,1317960000000,84,Little Portugal (84),43.6412392,-79.4228516,316
402,3348714,2009,D41,Shooting,1249444800000,138,Eglinton East (138),43.7355843,-79.2531891,317
312,2577122,2008,D43,Other,1209873600000,139,Scarborough Village (139),43.7451057,-79.2197266,318
704,4913786,2013,D31,Shooting,1361682000000,21,Humber Summit (21),43.7684555,-79.542305,319
705,5000885,2013,D32,Shooting,1371355200000,51,Willowdale East (51),43.7697296,-79.4108047,320
706,GO-20131032372,2013,D23,Shooting,1385269200000,2,Mount Olive-Silverstone-Jamestown (2),43.7509766,-79.5858307,321
707,3386271,2009,D12,Other,1242792000000,111,Rockcliffe-Smythe (111),43.6837349,-79.48246,322
708,GO-20143392120,2014,D53,Stabbing,1417237200000,55,Thorncliffe Park (55),43.7080193,-79.3413849,323
709,GO-20143392120,2014,D53,Stabbing,1417237200000,55,Thorncliffe Park (55),43.7080193,-79.3413849,324
710,GO-20143392120,2014,D53,Stabbing,1417237200000,55,Thorncliffe Park (55),43.7080193,-79.3413849,325
711,GO-20143310199,2014,D52,Shooting,1416114000000,76,Bay Street Corridor (76),43.6552429,-79.3860626,326
712,GO-20143420091,2014,D51,Stabbing,1417410000000,74,North St.James Town (74),43.6672974,-79.3737793,327
713,GO-20143423102,2014,D41,Stabbing,1417669200000,127,Bendale (127),43.7455254,-79.2548218,328
714,GO-20143455828,2014,D11,Stabbing,1418101200000,88,High Park North (88),43.6563339,-79.4682236,329
715,GO-20143536404,2014,D14,Other,1418619600000,84,Little Portugal (84),43.6430168,-79.4247971,330
716,GO-201555992,2015,D51,Stabbing,1420866000000,75,Church-Yonge Corridor (75),43.6624222,-79.3767166,331
717,GO-201599853,2015,D32,Stabbing,1421470800000,50,Newtonbrook East (50),43.7813377,-79.412674,332
718,GO-2015159448,2015,D32,Shooting,1422334800000,31,Yorkdale-Glen Park (31),43.7208595,-79.4493713,333
719,GO-2015179790,2015,D14,Shooting,1422680400000,78,Kensington-Chinatown (78),43.6523132,-79.4060211,334
720,GO-2015205271,2015,D41,Other,1423026000000,120,Clairlea-Birchmount (120),43.7125587,-79.262207,335
721,GO-2015346652,2015,D55,Shooting,1425099600000,64,Woodbine Corridor (64),43.6839447,-79.3208923,336
722,GO-2015346652,2015,D55,Shooting,1425099600000,64,Woodbine Corridor (64),43.6839447,-79.3208923,337
723,GO-2015453427,2015,D23,Shooting,1426564800000,6,Kingsview Village-The Westway (6),43.7013283,-79.5486755,338
724,GO-2015473322,2015,D23,Stabbing,1426910400000,7,Willowridge-Martingrove-Richview (7),43.676342,-79.5704117,339
725,GO-2015457868,2015,D22,Other,1426651200000,17,Mimico (includes Humber Bay Shores) (17),43.6205139,-79.4832687,340
726,GO-2015531511,2015,D23,Shooting,1427688000000,2,Mount Olive-Silverstone-Jamestown (2),43.7325096,-79.5864182,341
727,GO-2015618195,2015,D13,Other,1428984000000,92,Corso Italia-Davenport (92),43.6784363,-79.4408569,342
728,GO-2015669864,2015,D41,Stabbing,1429761600000,122,Birchcliffe-Cliffside (122),43.6922798,-79.263382,343
729,GO-2015586781,2015,D54,Other,1428552000000,61,Taylor-Massey (61),43.6951332,-79.3034821,344
730,GO-2015767516,2015,D43,Stabbing,1431057600000,136,West Hill (136),43.7648697,-79.1848831,345
731,GO-2015831181,2015,D54,Shooting,1432008000000,66,Danforth (66),43.6831207,-79.3247681,346
732,GO-2015819674,2015,D11,Other,1431835200000,93,Dovercourt-Wallace Emerson-Junction (93),43.6651268,-79.454155,347
733,GO-2015843494,2015,D11,Shooting,1432094400000,93,Dovercourt-Wallace Emerson-Junction (93),43.6597824,-79.4477463,348
734,GO-2015870230,2015,D43,Stabbing,1432526400000,137,Woburn (137),43.7577248,-79.2352676,349
735,GO-2015916307,2015,D43,Shooting,1433131200000,137,Woburn (137),43.7577248,-79.2352676,350
736,GO-2015922149,2015,D54,Stabbing,1432958400000,60,Woodbine-Lumsden (60),43.6894798,-79.3124084,351
737,GO-2015926649,2015,D51,Stabbing,1433304000000,75,Church-Yonge Corridor (75),43.6516953,-79.3789825,352
738,GO-2015988808,2015,D12,Other,1434081600000,111,Rockcliffe-Smythe (111),43.6716728,-79.4937515,353
739,GO-20151086599,2015,D14,Shooting,1435464000000,84,Little Portugal (84),43.6411324,-79.4237289,354
740,GO-20151086599,2015,D14,Shooting,1435464000000,84,Little Portugal (84),43.6411324,-79.4237289,355
741,GO-20151182401,2015,D43,Stabbing,1436673600000,123,Cliffcrest (123),43.729393,-79.2297287,356
742,GO-20151178239,2015,D13,Other,1436500800000,93,Dovercourt-Wallace Emerson-Junction (93),43.6688118,-79.4472961,357
743,GO-20151325557,2015,D51,Stabbing,1438574400000,74,North St.James Town (74),43.6713562,-79.3723221,358
744,GO-20151330701,2015,D14,Shooting,1438660800000,82,Niagara (82),43.6326866,-79.4249268,359
745,GO-20151330701,2015,D14,Shooting,1438660800000,82,Niagara (82),43.6326866,-79.4249268,360
602,4902220,2013,D33,Other,1359781200000,47,Don Valley Village (47),43.7870178,-79.3569641,361
746,GO-20151352151,2015,D12,Stabbing,1438920000000,91,Weston-Pellam Park (91),43.6765747,-79.4638901,362
747,GO-20151362027,2015,D52,Shooting,1439092800000,76,Bay Street Corridor (76),43.6543198,-79.3832016,363
748,GO-20151423810,2015,D51,Shooting,1439956800000,73,Moss Park (73),43.6582947,-79.3710327,364
749,GO-20151428790,2015,D12,Shooting,1439956800000,28,Rustic (28),43.714138,-79.5041122,365
750,GO-20151158745,2015,D23,Shooting,1436414400000,2,Mount Olive-Silverstone-Jamestown (2),43.7325096,-79.5864182,366
751,GO-20151536584,2015,D12,Stabbing,1441512000000,111,Rockcliffe-Smythe (111),43.6782417,-79.4997559,367
752,GO-20151577444,2015,D43,Stabbing,1442030400000,136,West Hill (136),43.7661514,-79.196434,368
753,GO-20151641806,2015,D43,Stabbing,1442894400000,135,Morningside (135),43.7895508,-79.2120667,369
754,GO-20151692243,2015,D43,Shooting,1443672000000,134,Highland Creek (134),43.7921066,-79.1568756,370
755,GO-20151791234,2015,D23,Shooting,1445054400000,1,West Humber-Clairville (1),43.6867599,-79.5955658,371
756,GO-20151869657,2015,D51,Shooting,1446264000000,75,Church-Yonge Corridor (75),43.6686325,-79.386116,372
757,GO-20151899333,2015,D53,Shooting,1446613200000,56,Leaside-Bennington (56),43.717308,-79.3592606,373
758,GO-20151783770,2015,D55,Other,1447131600000,64,Woodbine Corridor (64),43.680378,-79.3119049,374
759,GO-20151939320,2015,D41,Other,1447131600000,120,Clairlea-Birchmount (120),43.7132149,-79.2738876,375
760,GO-20151947851,2015,D51,Stabbing,1447390800000,74,North St.James Town (74),43.6672974,-79.3737793,376
761,GO-20151950148,2015,D42,Stabbing,1447390800000,118,Tam O'Shanter-Sullivan (118),43.776722,-79.3086395,377
762,GO-20151975144,2015,D23,Shooting,1447736400000,1,West Humber-Clairville (1),43.7318459,-79.6040955,378
763,GO-20152050482,2015,D23,Shooting,1448859600000,2,Mount Olive-Silverstone-Jamestown (2),43.7432671,-79.5821152,379
764,GO-20152123843,2015,D52,Shooting,1449810000000,77,Waterfront Communities-The Island (77),43.6465149,-79.3939362,380
765,GO-20152125474,2015,D33,Shooting,1449810000000,53,Henry Farm (53),43.7762108,-79.341011,381
766,GO-20152151120,2015,D51,Stabbing,1450155600000,75,Church-Yonge Corridor (75),43.6606712,-79.3788757,382
767,GO-20152149617,2015,D31,Shooting,1450155600000,21,Humber Summit (21),43.7559776,-79.5720749,383
768,GO-20152123328,2015,D52,Stabbing,1449810000000,76,Bay Street Corridor (76),43.6473351,-79.3797302,384
769,GO-20152071129,2015,D41,Other,1448686800000,121,Oakridge (121),43.6969986,-79.2854004,385
770,GO-20152180756,2015,D13,Other,1450587600000,106,Humewood-Cedarvale (106),43.6861954,-79.4208679,386
771,GO-20152229877,2015,D53,Other,1451451600000,100,Yonge-Eglinton (100),43.7017975,-79.3973465,387
772,GO-201620700,2016,D54,Shooting,1451883600000,61,Taylor-Massey (61),43.6931458,-79.2912979,388
773,GO-201698593,2016,D32,Other,1453006800000,50,Newtonbrook East (50),43.7965355,-79.4104843,389
774,GO-2016119350,2016,D22,Shooting,1453266000000,10,Princess-Rosethorn (10),43.6719971,-79.5434952,390
775,GO-2016120610,2016,D42,Shooting,1453266000000,117,L'Amoreaux (117),43.7981796,-79.3331299,391
776,GO-2016108786,2016,D22,Shooting,1453179600000,18,New Toronto (18),43.5997925,-79.5097122,392
777,GO-2016139786,2016,D43,Shooting,1453611600000,127,Bendale (127),43.7716827,-79.2536545,393
778,GO-2016173014,2016,D13,Shooting,1454043600000,31,Yorkdale-Glen Park (31),43.7082405,-79.4658127,394
779,GO-2016181573,2016,D14,Shooting,1454216400000,78,Kensington-Chinatown (78),43.6558533,-79.399231,395
780,GO-2016175803,2016,D23,Other,1454130000000,2,Mount Olive-Silverstone-Jamestown (2),43.736351,-79.5810471,396
781,GO-2016181573,2016,D14,Shooting,1454216400000,78,Kensington-Chinatown (78),43.6558533,-79.399231,397
782,GO-2016204501,2016,D22,Stabbing,1454475600000,13,Etobicoke West Mall (13),43.6523972,-79.5722122,398
783,GO-2016225259,2016,D54,Other,1454821200000,43,Victoria Village (43),43.7159882,-79.3049393,399
784,GO-2016235777,2016,D12,Stabbing,1454994000000,113,Weston (113),43.7028809,-79.5038376,400
785,GO-2016345475,2016,D41,Stabbing,1456549200000,120,Clairlea-Birchmount (120),43.7064896,-79.2894745,401
786,GO-2016354140,2016,D23,Shooting,1456635600000,8,Humber Heights-Westmount (8),43.692627,-79.5174942,402
787,GO-2016359352,2016,D11,Shooting,1456722000000,139,Scarborough Village (139),43.7450218,-79.219696,403
788,GO-2016317425,2016,D43,Other,1456117200000,139,Scarborough Village (139),43.7443428,-79.213768,404
789,GO-2016265129,2016,D52,Other,1457067600000,78,Kensington-Chinatown (78),43.6524124,-79.3906631,405
790,GO-2016481311,2016,D42,Shooting,1458446400000,117,L'Amoreaux (117),43.7971191,-79.3051605,406
791,GO-2016491854,2016,D12,Other,1458619200000,23,Pelmo Park-Humberlea (23),43.7152748,-79.5108109,407
792,GO-2016500861,2016,D55,Shooting,1458705600000,70,South Riverdale (70),43.6622849,-79.3405991,408
793,GO-2016556458,2016,D51,Shooting,1459569600000,72,Regent Park (72),43.6556168,-79.3644638,409
794,GO-2016602150,2016,D31,Other,1460174400000,27,York University Heights (27),43.7489891,-79.4948578,410
795,GO-2016630918,2016,D53,Shooting,1460520000000,76,Bay Street Corridor (76),43.6702271,-79.3867874,411
796,GO-2016632371,2016,D22,Shooting,1460606400000,17,Mimico (includes Humber Bay Shores) (17),43.6117668,-79.4965363,412
797,GO-2016652097,2016,D54,Shooting,1460865600000,66,Danforth (66),43.6831207,-79.3247681,413
798,GO-2016734521,2016,D41,Shooting,1461902400000,119,Wexford/Maryvale (119),43.7584152,-79.3129272,414
799,GO-2016734521,2016,D41,Shooting,1461902400000,119,Wexford/Maryvale (119),43.7584152,-79.3129272,415
800,GO-2016838159,2016,D23,Shooting,1463284800000,1,West Humber-Clairville (1),43.7320251,-79.5894241,416
901,GO-20172060242,2017,D12,Stabbing,1510635600000,113,Weston (113),43.7010422,-79.5194016,417
313,2783886,2008,D33,Stabbing,1210996800000,42,Banbury-Don Mills (42),43.731266,-79.3351898,418
902,GO-20173043943,2017,D42,Shooting,1511240400000,131,Rouge (131),43.813343,-79.2017746,419
403,3515443,2009,D23,Shooting,1249876800000,1,West Humber-Clairville (1),43.73806,-79.5930023,420
314,2783886,2008,D33,Other,1210996800000,42,Banbury-Don Mills (42),43.731266,-79.3351898,421
903,GO-20173121720,2017,D43,Shooting,1512363600000,139,Scarborough Village (139),43.7417946,-79.2251663,422
404,3523004,2009,D23,Shooting,1250395200000,2,Mount Olive-Silverstone-Jamestown (2),43.7463188,-79.5881653,423
603,4954079,2013,D31,Shooting,1360558800000,25,Glenfield-Jane Heights (25),43.7518196,-79.5168915,424
904,GO-20173095559,2017,D51,Other,1511931600000,75,Church-Yonge Corridor (75),43.6667061,-79.3813629,425
315,2853575,2008,D42,Shooting,1211947200000,132,Malvern (132),43.8105507,-79.2139359,426
604,4834800,2013,D14,Shooting,1360472400000,82,Niagara (82),43.6326866,-79.4249268,427
405,3448946,2009,D55,Shooting,1251864000000,69,Blake-Jones (69),43.672451,-79.3381882,428
905,GO-20173140530,2017,D43,Other,1512536400000,133,Centennial Scarborough (133),43.7764626,-79.1505432,429
316,2855091,2008,D42,Shooting,1211947200000,118,Tam O'Shanter-Sullivan (118),43.7841148,-79.2971649,430
605,4920035,2013,D23,Shooting,1361077200000,2,Mount Olive-Silverstone-Jamestown (2),43.7325096,-79.5864182,431
406,3576028,2009,D51,Shooting,1252123200000,77,Waterfront Communities-The Island (77),43.6503944,-79.3678894,432
906,GO-20172057548,2017,D51,Shooting,1510549200000,73,Moss Park (73),43.6594429,-79.3660126,433
317,2709711,2008,D54,Shooting,1212120000000,43,Victoria Village (43),43.7166748,-79.2992859,434
606,4896103,2013,D13,Stabbing,1362373200000,109,Caledonia-Fairbank (109),43.6930275,-79.4552841,435
407,3269913,2009,D33,Shooting,1252296000000,49,Bayview Woods-Steeles (49),43.7912979,-79.3691254,436
907,GO-20173181653,2017,D42,Other,1513054800000,132,Malvern (132),43.8118591,-79.2112122,437
318,2615345,2008,D55,Shooting,1203915600000,62,East End-Danforth (62),43.6859818,-79.3063965,438
607,4847120,2013,D23,Other,1362546000000,4,Rexdale-Kipling (4),43.7265511,-79.5702362,439
408,3575026,2009,D41,Other,1252728000000,124,Kennedy Park (124),43.7175674,-79.2726669,440
908,GO-20173205177,2017,D51,Shooting,1513400400000,77,Waterfront Communities-The Island (77),43.6478386,-79.3707886,441
319,2555616,2008,D14,Shooting,1213329600000,82,Niagara (82),43.6450157,-79.4094772,442
608,4968037,2013,D41,Other,1363147200000,119,Wexford/Maryvale (119),43.743763,-79.3022003,443
409,3528405,2009,D14,Shooting,1255147200000,85,South Parkdale (85),43.6339531,-79.4347763,444
909,GO-201817532,2018,D23,Other,1514955600000,7,Willowridge-Martingrove-Richview (7),43.6814995,-79.5632019,445
320,2555616,2008,D14,Shooting,1213329600000,82,Niagara (82),43.6450157,-79.4094772,446
609,4779022,2013,D51,Shooting,1363838400000,71,Cabbagetown-South St.James Town (71),43.6633911,-79.3721619,447
410,3464087,2009,D51,Other,1255838400000,75,Church-Yonge Corridor (75),43.6506691,-79.377243,448
910,GO-201854152,2018,D23,Shooting,1515474000000,8,Humber Heights-Westmount (8),43.6946144,-79.5173416,449
321,2399394,2008,D12,Shooting,1213502400000,111,Rockcliffe-Smythe (111),43.6716728,-79.4937515,450
322,2810109,2008,D41,Other,1214193600000,120,Clairlea-Birchmount (120),43.7000847,-79.2867279,451
323,2368814,2008,D54,Other,1214107200000,54,O'Connor-Parkview (54),43.6965256,-79.2973099,452
324,2862776,2008,D41,Shooting,1215576000000,119,Wexford/Maryvale (119),43.7514992,-79.3130264,453
325,2906096,2008,D53,Stabbing,1216008000000,97,Yonge-St.Clair (97),43.6891327,-79.3945694,454
326,2517552,2008,D43,Shooting,1216267200000,135,Morningside (135),43.784832,-79.1954346,455
327,2816710,2008,D42,Shooting,1216440000000,131,Rouge (131),43.797863,-79.1527786,456
328,2786692,2008,D22,Shooting,1216526400000,20,Alderwood (20),43.6062927,-79.5459824,457
329,2786692,2008,D22,Shooting,1216526400000,20,Alderwood (20),43.6062927,-79.5459824,458
330,2786692,2008,D22,Shooting,1216526400000,20,Alderwood (20),43.6062927,-79.5459824,459
331,2446147,2007,D23,Stabbing,1198558800000,2,Mount Olive-Silverstone-Jamestown (2),43.7536201,-79.5870972,460
332,2064605,2007,D42,Stabbing,1182744000000,131,Rouge (131),43.8228722,-79.2179184,461
333,2122523,2007,D42,Shooting,1183521600000,131,Rouge (131),43.7976494,-79.1538544,462
334,2773144,2008,D31,Shooting,1217044800000,23,Pelmo Park-Humberlea (23),43.7147408,-79.5105591,463
335,2605554,2008,D12,Shooting,1217131200000,110,Keelesdale-Eglinton West (110),43.6896706,-79.4771805,464
336,2869738,2008,D51,Stabbing,1217649600000,73,Moss Park (73),43.6561661,-79.3701248,465
337,2761191,2008,D14,Other,1217736000000,86,Roncesvalles (86),43.6429634,-79.436264,466
338,2919665,2008,D55,Stabbing,1217736000000,64,Woodbine Corridor (64),43.6701813,-79.3132401,467
339,2756711,2008,D42,Shooting,1218340800000,128,Agincourt South-Malvern West (128),43.7873955,-79.2572784,468
340,2891170,2008,D32,Shooting,1219550400000,35,Westminster-Branson (35),43.7654686,-79.4409332,469
341,2928965,2008,D42,Shooting,1219723200000,132,Malvern (132),43.8065643,-79.2259445,470
342,2597314,2008,D23,Other,1211947200000,1,West Humber-Clairville (1),43.7165337,-79.5926132,471
343,2986087,2008,D51,Other,1219377600000,77,Waterfront Communities-The Island (77),43.6492119,-79.3561859,472
344,2881742,2008,D33,Stabbing,1220328000000,52,Bayview Village (52),43.7659492,-79.3791733,473
345,2406153,2008,D12,Shooting,1220846400000,112,Beechborough-Greenbrook (112),43.6913643,-79.4697189,474
346,2386684,2008,D31,Stabbing,1220846400000,21,Humber Summit (21),43.7520943,-79.5423813,475
347,2922744,2008,D31,Shooting,1220932800000,29,Maple Leaf (29),43.7225571,-79.4812698,476
348,2747960,2008,D31,Shooting,1221537600000,24,Black Creek (24),43.7619209,-79.5188217,477
349,2909162,2008,D42,Stabbing,1221537600000,118,Tam O'Shanter-Sullivan (118),43.7817383,-79.2874298,478
350,2954481,2008,D31,Shooting,1222056000000,25,Glenfield-Jane Heights (25),43.7554741,-79.5141907,479
351,2395868,2008,D22,Shooting,1223006400000,9,Edenbridge-Humber Valley (9),43.6839638,-79.5114594,480
352,2875476,2008,D31,Other,1222228800000,26,Downsview-Roding-CFB (26),43.7347145,-79.4902191,481
353,3044970,2008,D31,Shooting,1223524800000,26,Downsview-Roding-CFB (26),43.7198334,-79.5138016,482
354,2386395,2008,D14,Other,1223697600000,82,Niagara (82),43.6356773,-79.3983612,483
355,2897918,2008,D42,Stabbing,1223870400000,131,Rouge (131),43.80756,-79.1667786,484
356,2897918,2008,D42,Stabbing,1223870400000,131,Rouge (131),43.80756,-79.1667786,485
357,2823465,2008,D43,Shooting,1223956800000,139,Scarborough Village (139),43.7417946,-79.2251663,486
358,2440245,2008,D55,Shooting,1224907200000,70,South Riverdale (70),43.6632423,-79.3302231,487
359,3023273,2008,D32,Shooting,1224907200000,33,Clanton Park (33),43.754097,-79.4401245,488
360,2373236,2008,D14,Other,1219896000000,78,Kensington-Chinatown (78),43.6514397,-79.3999176,489
361,2863291,2008,D43,Stabbing,1226984400000,135,Morningside (135),43.770813,-79.2179413,490
362,2863291,2008,D43,Stabbing,1226984400000,135,Morningside (135),43.770813,-79.2179413,491
363,2863291,2008,D43,Stabbing,1226984400000,135,Morningside (135),43.770813,-79.2179413,492
364,2739826,2008,D22,Other,1227416400000,11,Eringate-Centennial-West Deane (11),43.6530304,-79.5725479,493
365,3049956,2008,D33,Shooting,1227675600000,45,Parkwoods-Donalda (45),43.7421455,-79.3097916,494
366,2439136,2008,D22,Stabbing,1228280400000,18,New Toronto (18),43.6015396,-79.5088959,495
367,2873166,2008,D12,Stabbing,1228539600000,112,Beechborough-Greenbrook (112),43.6966019,-79.470932,496
368,3103211,2008,D41,Other,1230181200000,125,Ionview (125),43.7328644,-79.2789001,497
369,3148206,2009,D31,Shooting,1230958800000,21,Humber Summit (21),43.751442,-79.5529861,498
370,3100835,2009,D33,Shooting,1231045200000,42,Banbury-Don Mills (42),43.7409439,-79.355278,499
371,3118823,2009,D54,Other,1231218000000,44,Flemingdon Park (44),43.7177429,-79.3265533,500
372,3167296,2009,D12,Stabbing,1232082000000,91,Weston-Pellam Park (91),43.6708412,-79.4613113,501
373,3043662,2009,D12,Shooting,1232427600000,110,Keelesdale-Eglinton West (110),43.6885223,-79.4743576,502
374,3065148,2009,D12,Shooting,1233464400000,113,Weston (113),43.6983452,-79.5113144,503
375,2874543,2009,D41,Shooting,1234242000000,135,Morningside (135),43.7856903,-79.2057037,504
376,3219115,2009,D31,Shooting,1235278800000,24,Black Creek (24),43.7660446,-79.511673,505
377,2904889,2009,D12,Shooting,1235624400000,112,Beechborough-Greenbrook (112),43.6896706,-79.4771805,506
378,3082434,2009,D41,Shooting,1235797200000,126,Dorset Park (126),43.753231,-79.2762833,507
379,3180676,2009,D31,Stabbing,1236830400000,24,Black Creek (24),43.7559319,-79.5242844,508
380,3159164,2009,D41,Stabbing,1238644800000,124,Kennedy Park (124),43.7258186,-79.2625427,509
381,3233433,2009,D55,Stabbing,1239940800000,70,South Riverdale (70),43.665863,-79.3341751,510
382,3104776,2009,D12,Shooting,1240286400000,110,Keelesdale-Eglinton West (110),43.6839981,-79.4724197,511
383,3185090,2009,D12,Shooting,1240372800000,111,Rockcliffe-Smythe (111),43.6844788,-79.4988251,512
384,3103646,2009,D11,Shooting,1241150400000,114,Lambton Baby Point (114),43.6638908,-79.5034866,513
385,3201614,2009,D14,Stabbing,1241496000000,84,Little Portugal (84),43.6499863,-79.4370117,514
386,3059077,2009,D12,Shooting,1242014400000,111,Rockcliffe-Smythe (111),43.6680069,-79.5004578,515
387,3330600,2009,D55,Stabbing,1242792000000,70,South Riverdale (70),43.6584969,-79.3515549,516
388,3386271,2009,D23,Stabbing,1242792000000,111,Rockcliffe-Smythe (111),43.6837349,-79.48246,517
389,3250588,2009,D12,Stabbing,1245038400000,6,Kingsview Village-The Westway (6),43.695797,-79.5521545,518
390,3420102,2009,D32,Other,1245211200000,31,Yorkdale-Glen Park (31),43.7157326,-79.4676285,519
391,3155134,2009,D51,Stabbing,1245556800000,70,South Riverdale (70),43.6453133,-79.352478,520
392,3155134,2009,D51,Stabbing,1245556800000,70,South Riverdale (70),43.6453133,-79.352478,521
393,3041325,2009,D55,Other,1241841600000,65,Greenwood-Coxwell (65),43.668335,-79.3201828,522
394,3440867,2009,D31,Other,1246939200000,25,Glenfield-Jane Heights (25),43.7345695,-79.5119247,523
395,3096999,2009,D41,Other,1247284800000,126,Dorset Park (126),43.7715759,-79.2859497,524
396,3501395,2009,D43,Shooting,1247976000000,131,Rouge (131),43.7938194,-79.1280975,525
397,3139087,2009,D42,Stabbing,1248062400000,118,Tam O'Shanter-Sullivan (118),43.783596,-79.2993469,526
398,3523913,2009,D14,Shooting,1248494400000,79,University (79),43.6659164,-79.4074707,527
399,3505649,2009,D53,Shooting,1249099200000,95,Annex (95),43.6719017,-79.3954315,528
400,3523721,2009,D23,Shooting,1249185600000,1,West Humber-Clairville (1),43.7550163,-79.606369,529
501,3795155,2010,D31,Other,1275105600000,25,Glenfield-Jane Heights (25),43.7393913,-79.5132217,530
1,111878,2004,D53,Other,1073106000000,98,Rosedale-Moore Park (98),43.6850281,-79.3928528,531
610,4907315,2013,D14,Shooting,1364443200000,77,Waterfront Communities-The Island (77),43.644455,-79.4000931,532
