id,lat,long,occurrencedate,reporteddate,premisetype,offence,MCI,division,neighbourhood
0,43.6657867,-79.3201065,2019-01-01,2019-01-01,Commercial,Assault With Weapon,Assault,D55,Greenwood-Coxwell (65)
1,43.7639694,-79.2047806,2019-01-01,2019-05-06,Apartment,Assault,Assault,D43,Woburn (137)
2,43.7589722,-79.1975784,2019-01-01,2019-02-01,Commercial,Assault,Assault,D43,West Hill (136)
3,43.7390823,-79.5928192,2019-01-01,2019-04-27,Apartment,Assault,Assault,D23,Mount Olive-Silverstone-Jamestown (2)
4,43.6393433,-79.4513092,2019-01-01,2019-04-26,Outside,Assault,Assault,D11,High Park-Swansea (87)
5,43.6992722,-79.3186798,2019-01-01,2019-04-25,Apartment,Assault,Assault,D54,Woodbine-Lumsden (60)
6,43.7920647,-79.2598114,2019-01-01,2019-04-22,Outside,Theft Of Motor Vehicle,Auto Theft,D42,Agincourt South-Malvern West (128)
7,43.803421,-79.321846,2019-01-01,2019-04-18,House,Assault,Assault,D42,L'Amoreaux (117)
8,43.6594276,-79.4376068,2019-01-01,2019-01-02,Other,B&E W'Intent,Break and Enter,D11,Dovercourt-Wallace Emerson-Junction (93)
9,43.631485,-79.5310669,2019-01-01,2019-05-07,Commercial,Theft Over,Theft Over,D22,Islington-City Centre West (14)
10,43.657547,-79.4652481,2019-01-01,2019-01-04,Apartment,B&E,Break and Enter,D11,High Park North (88)
11,43.6717339,-79.563652,2019-01-01,2019-04-17,Other,Assault,Assault,D22,Eringate-Centennial-West Deane (11)
12,43.813961,-79.2607727,2019-01-01,2019-02-20,House,Assault,Assault,D42,Agincourt North (129)
13,43.7650986,-79.5209961,2019-01-01,2019-02-07,Apartment,Assault With Weapon,Assault,D31,Black Creek (24)
14,43.7650986,-79.5209961,2019-01-01,2019-02-07,Apartment,Assault,Assault,D31,Black Creek (24)
15,43.7384186,-79.4342499,2019-01-01,2019-11-17,Commercial,Theft Over,Theft Over,D32,Lansing-Westgate (38)
16,43.7482376,-79.5416107,2019-01-01,2019-02-03,Apartment,Assault,Assault,D31,Humbermede (22)
17,43.6713829,-79.4883881,2019-01-01,2019-11-05,Apartment,Assault,Assault,D12,Rockcliffe-Smythe (111)
18,43.6783333,-79.4164352,2019-01-01,2019-10-19,House,B&E,Break and Enter,D13,Casa Loma (96)
19,43.6498985,-79.3911362,2019-01-01,2019-04-18,Apartment,B&E,Break and Enter,D52,Kensington-Chinatown (78)
20,43.7757454,-79.234993,2019-01-01,2019-10-07,House,Assault,Assault,D43,Woburn (137)
21,43.771244,-79.522522,2019-01-01,2019-05-09,Outside,Assault,Assault,D31,Black Creek (24)
22,43.818779,-79.2124786,2019-01-01,2019-05-26,House,Assault,Assault,D42,Rouge (131)
23,43.8212776,-79.2758942,2019-01-01,2019-01-01,House,Theft Of Motor Vehicle,Auto Theft,D42,Milliken (130)
24,43.7293053,-79.5107117,2019-01-01,2019-01-01,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Downsview-Roding-CFB (26)
25,43.7766724,-79.2505341,2019-01-01,2019-01-01,Commercial,Theft Of Motor Vehicle,Auto Theft,D43,Woburn (137)
26,43.8060036,-79.3556824,2019-01-01,2019-12-11,Other,Assault,Assault,D33,Hillcrest Village (48)
27,43.7273941,-79.2526321,2019-01-01,2019-04-01,Apartment,Assault,Assault,D41,Kennedy Park (124)
28,43.8060036,-79.3556824,2019-01-01,2019-12-11,Other,Assault,Assault,D33,Hillcrest Village (48)
29,43.8060036,-79.3556824,2019-01-01,2019-12-11,Other,Assault,Assault,D33,Hillcrest Village (48)
30,43.7282791,-79.4275742,2019-01-01,2019-01-02,House,Theft Of Motor Vehicle,Auto Theft,D32,Bedford Park-Nortown (39)
31,43.82024,-79.2461853,2019-01-01,2019-05-15,Other,Theft Of Motor Vehicle,Auto Theft,D42,Rouge (131)
32,43.7233429,-79.5918808,2019-01-01,2019-01-02,House,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
33,43.8103409,-79.2200241,2019-01-01,2019-07-01,Apartment,Assault,Assault,D42,Malvern (132)
34,43.7572556,-79.5698547,2019-01-01,2019-06-28,House,Assault,Assault,D31,Humber Summit (21)
35,43.6733627,-79.2841187,2019-01-01,2019-06-20,Apartment,Assault,Assault,D55,The Beaches (63)
36,43.7434616,-79.1975555,2019-01-01,2019-06-14,Apartment,Assault With Weapon,Assault,D43,Guildwood (140)
37,43.7584534,-79.1972733,2019-01-01,2019-06-07,House,Assault,Assault,D43,West Hill (136)
38,43.71978,-79.2335892,2019-01-01,2019-05-29,House,Assault,Assault,D43,Cliffcrest (123)
39,43.71978,-79.2335892,2019-01-01,2019-05-29,House,Assault With Weapon,Assault,D43,Cliffcrest (123)
40,43.71978,-79.2335892,2019-01-01,2019-05-29,House,Assault With Weapon,Assault,D43,Cliffcrest (123)
41,43.7212753,-79.5457153,2019-01-01,2019-01-02,Outside,Theft Of Motor Vehicle,Auto Theft,D23,Elms-Old Rexdale (5)
42,43.6023865,-79.5269699,2019-01-01,2019-01-02,Commercial,B&E,Break and Enter,D22,Alderwood (20)
43,43.6879196,-79.3029785,2019-01-01,2019-09-25,Other,Theft Over,Theft Over,D54,East End-Danforth (62)
44,43.6562653,-79.3783188,2019-01-01,2019-07-06,Other,Assault,Assault,D51,Church-Yonge Corridor (75)
45,43.6952782,-79.2923889,2019-01-01,2019-01-22,Apartment,Assault With Weapon,Assault,D54,Taylor-Massey (61)
46,43.6952782,-79.2923889,2019-01-01,2019-01-22,Apartment,Assault,Assault,D54,Taylor-Massey (61)
47,43.6236954,-79.4789734,2019-01-01,2019-01-24,Apartment,B&E,Break and Enter,D22,Mimico (includes Humber Bay Shores) (17)
48,43.6475868,-79.3915787,2019-01-01,2019-04-09,Apartment,Assault,Assault,D52,Waterfront Communities-The Island (77)
49,43.7687073,-79.2136307,2019-01-01,2019-04-09,House,Assault,Assault,D43,Woburn (137)
50,43.7005539,-79.4490662,2019-01-01,2019-01-28,Apartment,Assault,Assault,D13,Briar Hill-Belgravia (108)
51,43.6711349,-79.3912811,2019-01-01,2019-03-06,Commercial,Theft Over,Theft Over,D53,Annex (95)
52,43.7598305,-79.4900818,2019-01-01,2019-03-13,Outside,Theft Of Motor Vehicle,Auto Theft,D31,York University Heights (27)
53,43.7812958,-79.3216476,2019-01-01,2019-04-11,House,Assault,Assault,D42,L'Amoreaux (117)
54,43.7262917,-79.4025116,2019-01-01,2019-03-18,Other,Theft Over,Theft Over,D32,Lawrence Park North (105)
55,43.7083855,-79.5003052,2019-01-01,2019-04-04,Other,Theft - Misapprop Funds Over,Theft Over,D12,Rustic (28)
56,43.7698364,-79.2259445,2019-01-01,2019-03-24,House,Assault,Assault,D43,Woburn (137)
57,43.8200226,-79.2649307,2019-01-01,2019-03-25,House,Assault With Weapon,Assault,D42,Milliken (130)
58,43.6429634,-79.436264,2019-01-01,2019-03-26,Apartment,Assault With Weapon,Assault,D11,Roncesvalles (86)
59,43.6429634,-79.436264,2019-01-01,2019-03-26,Apartment,Assault,Assault,D11,Roncesvalles (86)
60,43.709259,-79.31427,2019-01-01,2019-04-03,Commercial,Theft From Mail / Bag / Key,Theft Over,D54,O'Connor-Parkview (54)
61,43.6621742,-79.3778763,2019-01-01,2019-04-03,Apartment,Assault,Assault,D51,Church-Yonge Corridor (75)
62,43.7590332,-79.3101883,2019-01-01,2019-04-01,House,Assault,Assault,D41,Wexford/Maryvale (119)
63,43.7672272,-79.2902756,2019-01-01,2019-04-07,Other,Assault,Assault,D41,Dorset Park (126)
64,43.7280731,-79.594635,2019-01-01,2019-07-09,Other,Theft - Misapprop Funds Over,Theft Over,D23,West Humber-Clairville (1)
65,43.7880249,-79.392746,2019-01-01,2019-07-08,Apartment,Assault,Assault,D33,Bayview Woods-Steeles (49)
66,43.7813377,-79.412674,2019-01-01,2019-07-26,Apartment,Assault,Assault,D32,Newtonbrook East (50)
67,43.7506523,-79.5490723,2019-01-01,2019-09-18,House,Assault,Assault,D31,Humbermede (22)
68,43.6460609,-79.5312042,2019-01-01,2019-09-13,Apartment,Assault,Assault,D22,Islington-City Centre West (14)
69,43.6460609,-79.5312042,2019-01-01,2019-09-13,Apartment,Assault Bodily Harm,Assault,D22,Islington-City Centre West (14)
70,43.7509193,-79.3156357,2019-01-01,2019-09-13,Apartment,Assault,Assault,D33,Parkwoods-Donalda (45)
71,43.7744637,-79.4525528,2019-01-01,2019-09-12,Apartment,Assault,Assault,D32,Westminster-Branson (35)
72,43.7744637,-79.4525528,2019-01-01,2019-09-12,Apartment,Assault With Weapon,Assault,D32,Westminster-Branson (35)
73,43.7896729,-79.2476501,2019-01-01,2019-01-03,House,B&E W'Intent,Break and Enter,D42,Agincourt South-Malvern West (128)
74,43.7995377,-79.1395035,2019-01-01,2019-01-03,Other,Assault,Assault,D43,Rouge (131)
75,43.7248802,-79.4482651,2019-01-01,2019-09-10,Commercial,Theft Over,Theft Over,D32,Yorkdale-Glen Park (31)
76,43.6821365,-79.4715958,2019-01-01,2019-07-06,Apartment,Assault,Assault,D12,Keelesdale-Eglinton West (110)
77,43.8003731,-79.3497696,2019-01-01,2019-08-11,House,Assault,Assault,D33,Hillcrest Village (48)
78,43.6672707,-79.369194,2019-01-01,2019-01-06,Commercial,B&E,Break and Enter,D51,Cabbagetown-South St.James Town (71)
79,43.6955032,-79.4233322,2019-01-01,2019-01-07,Other,Assault,Assault,D13,Humewood-Cedarvale (106)
80,43.7628937,-79.338768,2019-01-01,2019-08-03,Apartment,Assault,Assault,D33,Parkwoods-Donalda (45)
81,43.7646408,-79.3446503,2019-01-01,2019-01-17,Apartment,Assault,Assault,D33,Parkwoods-Donalda (45)
82,43.71978,-79.2335892,2019-01-01,2019-01-03,House,B&E W'Intent,Break and Enter,D43,Cliffcrest (123)
83,43.6224747,-79.5406723,2019-01-01,2019-01-19,Commercial,Theft Of Motor Vehicle,Auto Theft,D22,Islington-City Centre West (14)
84,43.6405869,-79.4366684,2019-01-01,2019-01-14,Apartment,Assault,Assault,D14,South Parkdale (85)
85,43.7725258,-79.2328262,2019-01-01,2019-07-27,Outside,Assault,Assault,D43,Woburn (137)
86,43.7051582,-79.4279175,2019-01-01,2019-01-01,House,Theft Of Motor Vehicle,Auto Theft,D13,Forest Hill North (102)
87,43.6727409,-79.5607986,2019-01-01,2019-01-01,House,Assault With Weapon,Assault,D22,Princess-Rosethorn (10)
88,43.7807426,-79.2387695,2019-01-01,2019-01-02,Outside,Theft Of Motor Vehicle,Auto Theft,D43,Woburn (137)
89,43.6727409,-79.5607986,2019-01-01,2019-01-01,House,Assault With Weapon,Assault,D22,Princess-Rosethorn (10)
90,43.6323166,-79.4213715,2019-01-01,2019-01-01,Other,Assault,Assault,D14,Niagara (82)
91,43.6323166,-79.4213715,2019-01-01,2019-01-01,Other,Assault,Assault,D14,Niagara (82)
92,43.6687469,-79.3753891,2019-01-01,2019-01-01,Apartment,Assault,Assault,D51,North St.James Town (74)
93,43.6471901,-79.404007,2019-01-01,2019-01-01,Outside,Aggravated Assault,Assault,D14,Niagara (82)
94,43.7700462,-79.3569336,2019-01-01,2019-01-01,Outside,Robbery - Swarming,Robbery,D33,Henry Farm (53)
95,43.7677727,-79.398407,2019-01-01,2019-01-01,House,B&E,Break and Enter,D32,Willowdale East (51)
96,43.653347,-79.3961639,2019-01-01,2019-01-01,Commercial,B&E W'Intent,Break and Enter,D52,Kensington-Chinatown (78)
97,43.6169968,-79.5188446,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D22,Mimico (includes Humber Bay Shores) (17)
98,43.699791,-79.3969574,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D53,Yonge-Eglinton (100)
99,43.6716118,-79.3249359,2019-01-01,2019-01-01,Outside,Robbery - Mugging,Robbery,D55,Greenwood-Coxwell (65)
100,43.7508507,-79.5421295,2019-01-01,2019-01-01,Apartment,Robbery - Mugging,Robbery,D31,Humbermede (22)
101,43.7247734,-79.5104294,2019-01-01,2019-01-01,Apartment,Assault,Assault,D31,Downsview-Roding-CFB (26)
102,43.6875381,-79.3481064,2019-01-01,2019-01-01,Apartment,Unlawfully In Dwelling-House,Break and Enter,D54,Broadview North (57)
103,43.632122,-79.5447006,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D22,Islington-City Centre West (14)
104,43.6796989,-79.4705582,2019-01-01,2019-01-01,Outside,Assault Bodily Harm,Assault,D12,Keelesdale-Eglinton West (110)
105,43.7200356,-79.232399,2019-01-01,2019-01-01,House,B&E,Break and Enter,D43,Cliffcrest (123)
106,43.67239,-79.288765,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D55,The Beaches (63)
107,43.6727409,-79.5607986,2019-01-01,2019-01-01,House,Assault With Weapon,Assault,D22,Princess-Rosethorn (10)
108,43.6285439,-79.5168228,2019-01-01,2019-01-01,House,B&E,Break and Enter,D22,Stonegate-Queensway (16)
109,43.8022041,-79.3789978,2019-01-01,2019-01-01,Apartment,Assault,Assault,D33,Bayview Woods-Steeles (49)
110,43.7070007,-79.2681274,2019-01-01,2019-01-01,Commercial,B&E W'Intent,Break and Enter,D41,Clairlea-Birchmount (120)
111,43.7108192,-79.4540253,2019-01-01,2019-01-01,Apartment,Assault,Assault,D13,Yorkdale-Glen Park (31)
112,43.8065376,-79.2186508,2019-01-01,2019-01-01,Apartment,Assault,Assault,D42,Malvern (132)
113,43.6373482,-79.4253387,2019-01-01,2019-01-01,Commercial,Assault Bodily Harm,Assault,D14,South Parkdale (85)
114,43.617733,-79.5614548,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D22,Islington-City Centre West (14)
115,43.7541924,-79.51371,2019-01-01,2019-01-01,Outside,Robbery - Mugging,Robbery,D31,Glenfield-Jane Heights (25)
116,43.6935349,-79.3054276,2019-01-01,2019-01-01,House,B&E W'Intent,Break and Enter,D54,Woodbine-Lumsden (60)
117,43.6964302,-79.4901657,2019-01-01,2019-01-01,Apartment,Assault Bodily Harm,Assault,D12,Brookhaven-Amesbury (30)
118,43.6987534,-79.5080414,2019-01-01,2019-01-01,Outside,Assault With Weapon,Assault,D12,Weston (113)
119,43.7552643,-79.2467575,2019-01-01,2019-01-01,Other,Assault With Weapon,Assault,D43,Bendale (127)
120,43.7552643,-79.2467575,2019-01-01,2019-01-01,Other,Assault With Weapon,Assault,D43,Bendale (127)
121,43.6373482,-79.4253387,2019-01-01,2019-01-01,Commercial,Assault,Assault,D14,South Parkdale (85)
122,43.7394104,-79.5192947,2019-01-01,2019-01-01,Apartment,Assault,Assault,D31,Glenfield-Jane Heights (25)
123,43.6884499,-79.3005447,2019-01-01,2019-01-01,Outside,Aggravated Assault,Assault,D54,East End-Danforth (62)
124,43.7308464,-79.2738876,2019-01-01,2019-01-01,Apartment,Assault With Weapon,Assault,D41,Ionview (125)
125,43.7766724,-79.2505341,2019-01-01,2019-01-01,Commercial,B&E W'Intent,Break and Enter,D43,Woburn (137)
126,43.7657547,-79.3842926,2019-01-01,2019-01-01,Apartment,Assault,Assault,D33,Bayview Village (52)
127,43.6473236,-79.3928604,2019-01-01,2019-01-01,Apartment,B&E,Break and Enter,D52,Waterfront Communities-The Island (77)
128,43.7481003,-79.5548782,2019-01-01,2019-01-01,Outside,Assault,Assault,D31,Humbermede (22)
129,43.6657867,-79.3201065,2019-01-01,2019-01-01,Commercial,Assault,Assault,D55,Greenwood-Coxwell (65)
130,43.7176437,-79.455513,2019-01-01,2019-01-01,Commercial,B&E W'Intent,Break and Enter,D32,Yorkdale-Glen Park (31)
131,43.6703873,-79.3948212,2019-01-01,2019-01-01,Outside,Assault,Assault,D53,Annex (95)
132,43.8065376,-79.2186508,2019-01-01,2019-01-01,Apartment,Assault With Weapon,Assault,D42,Malvern (132)
133,43.6884499,-79.3005447,2019-01-01,2019-01-01,Outside,Aggravated Assault,Assault,D54,East End-Danforth (62)
134,43.6638908,-79.5034866,2019-01-01,2019-01-01,House,Assault,Assault,D11,Lambton Baby Point (114)
135,43.6254272,-79.5179367,2019-01-01,2019-01-01,House,B&E,Break and Enter,D22,Islington-City Centre West (14)
136,43.6494064,-79.3767319,2019-01-01,2019-01-01,Outside,Assault,Assault,D51,Church-Yonge Corridor (75)
137,43.6695633,-79.3022385,2019-01-01,2019-01-01,Commercial,B&E W'Intent,Break and Enter,D55,The Beaches (63)
138,43.6564369,-79.3840561,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D52,Bay Street Corridor (76)
139,43.716629,-79.2907639,2019-01-01,2019-01-01,House,Assault,Assault,D41,Clairlea-Birchmount (120)
140,43.7044754,-79.5042496,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D12,Weston (113)
141,43.753624,-79.5772934,2019-01-01,2019-01-01,House,Assault,Assault,D31,Humber Summit (21)
142,43.6204262,-79.5289612,2019-01-01,2019-01-01,Commercial,Assault Bodily Harm,Assault,D22,Islington-City Centre West (14)
143,43.7399254,-79.2455292,2019-01-01,2019-01-01,Apartment,Assault,Assault,D43,Eglinton East (138)
144,43.6483955,-79.39328,2019-01-01,2019-01-01,Outside,Assault Bodily Harm,Assault,D52,Waterfront Communities-The Island (77)
145,43.6483955,-79.39328,2019-01-01,2019-01-01,Outside,Assault Bodily Harm,Assault,D52,Waterfront Communities-The Island (77)
146,43.6561661,-79.3701248,2019-01-01,2019-01-01,Apartment,Assault With Weapon,Assault,D51,Moss Park (73)
147,43.7070007,-79.2681274,2019-01-01,2019-01-01,Commercial,B&E W'Intent,Break and Enter,D41,Clairlea-Birchmount (120)
148,43.6204262,-79.5289612,2019-01-01,2019-01-01,Commercial,Assault Bodily Harm,Assault,D22,Islington-City Centre West (14)
149,43.6691475,-79.3781204,2019-01-01,2019-01-01,Apartment,Assault,Assault,D51,North St.James Town (74)
150,43.7757111,-79.4338837,2019-01-01,2019-01-01,Apartment,Assault,Assault,D32,Newtonbrook West (36)
151,43.6917191,-79.4676971,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D12,Beechborough-Greenbrook (112)
152,43.6936874,-79.5072479,2019-01-01,2019-01-01,House,Assault,Assault,D12,Weston (113)
153,43.6775246,-79.3586502,2019-01-01,2019-01-01,Other,Assault,Assault,D54,Playter Estates-Danforth (67)
154,43.6563225,-79.4524536,2019-01-01,2019-01-01,Outside,Assault,Assault,D11,High Park-Swansea (87)
155,43.632122,-79.5447006,2019-01-01,2019-01-01,Commercial,B&E,Break and Enter,D22,Islington-City Centre West (14)
156,43.6716881,-79.4782181,2019-01-01,2019-01-01,House,B&E,Break and Enter,D12,Junction Area (90)
157,43.715889,-79.2859344,2019-01-01,2019-01-01,Apartment,B&E,Break and Enter,D41,Clairlea-Birchmount (120)
158,43.7998428,-79.2206268,2019-01-01,2019-01-01,Other,Assault,Assault,D42,Malvern (132)
159,43.7441521,-79.406723,2019-01-01,2019-01-01,Outside,Assault,Assault,D32,Bedford Park-Nortown (39)
160,43.7279472,-79.2827606,2019-01-01,2019-01-01,Other,Assault Peace Officer,Assault,D41,Clairlea-Birchmount (120)
161,43.7821198,-79.2934647,2019-01-01,2019-01-01,Outside,Robbery - Vehicle Jacking,Robbery,D42,Tam O'Shanter-Sullivan (118)
162,43.6204262,-79.5289612,2019-01-01,2019-01-01,Commercial,Assault Bodily Harm,Assault,D22,Islington-City Centre West (14)
163,43.6773834,-79.43396,2019-01-01,2019-01-01,House,Assault,Assault,D13,Wychwood (94)
164,43.6446571,-79.5307999,2019-01-01,2019-01-01,Apartment,Assault,Assault,D22,Islington-City Centre West (14)
165,43.6204262,-79.5289612,2019-01-01,2019-01-01,Commercial,Assault Bodily Harm,Assault,D22,Islington-City Centre West (14)
166,43.7070007,-79.2681274,2019-01-01,2019-01-01,Commercial,B&E W'Intent,Break and Enter,D41,Clairlea-Birchmount (120)
167,43.6914864,-79.4403229,2019-01-01,2019-01-01,Outside,Pointing A Firearm,Assault,D13,Oakwood Village (107)
168,43.6914864,-79.4403229,2019-01-01,2019-01-01,Outside,Discharge Firearm With Intent,Assault,D13,Oakwood Village (107)
169,43.6651192,-79.4112167,2019-01-01,2019-01-01,Outside,Assault Peace Officer,Assault,D14,Palmerston-Little Italy (80)
170,43.6914864,-79.4403229,2019-01-01,2019-01-01,Outside,Use Firearm / Immit Commit Off,Assault,D13,Oakwood Village (107)
171,43.7030106,-79.525444,2019-01-01,2019-01-01,House,Assault With Weapon,Assault,D12,Weston (113)
172,43.8145599,-79.2025299,2019-01-01,2019-01-01,House,Assault,Assault,D42,Rouge (131)
173,43.7030106,-79.525444,2019-01-01,2019-01-01,House,Aggravated Assault,Assault,D12,Weston (113)
174,43.650856,-79.3866272,2019-01-01,2019-01-01,Outside,Robbery - Mugging,Robbery,D52,Bay Street Corridor (76)
175,43.6518974,-79.3817139,2019-01-01,2019-01-01,Other,Assault,Assault,D52,Bay Street Corridor (76)
176,43.6775246,-79.3586502,2019-01-01,2019-01-01,Other,Assault Peace Officer,Assault,D54,Playter Estates-Danforth (67)
177,43.7716217,-79.3232956,2019-01-02,2019-01-03,Commercial,B&E,Break and Enter,D33,Henry Farm (53)
178,43.7410965,-79.5892334,2019-01-02,2019-01-04,Commercial,Robbery - Other,Robbery,D23,Mount Olive-Silverstone-Jamestown (2)
179,43.6385841,-79.4291306,2019-01-02,2019-01-03,Other,B&E,Break and Enter,D14,South Parkdale (85)
180,43.6782799,-79.3944931,2019-01-02,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D53,Annex (95)
181,43.6673737,-79.3816376,2019-01-02,2019-01-08,Commercial,B&E,Break and Enter,D51,Church-Yonge Corridor (75)
182,43.7516556,-79.2770309,2019-01-02,2019-02-11,Other,Theft Of Motor Vehicle,Auto Theft,D41,Dorset Park (126)
183,43.7646255,-79.547081,2019-01-02,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Humber Summit (21)
184,43.635273,-79.4901123,2019-01-02,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D22,Stonegate-Queensway (16)
185,43.7816391,-79.4160004,2019-01-02,2019-02-07,Other,Assault,Assault,D32,Newtonbrook West (36)
186,43.7566566,-79.421463,2019-01-02,2019-01-03,House,Theft Of Motor Vehicle,Auto Theft,D32,Lansing-Westgate (38)
187,43.8142128,-79.2703323,2019-01-02,2019-02-04,House,Theft Of Motor Vehicle,Auto Theft,D42,Agincourt North (129)
188,43.6540642,-79.3799744,2019-01-02,2019-01-11,Commercial,Theft Over - Shoplifting,Theft Over,D52,Bay Street Corridor (76)
189,43.7559319,-79.5242844,2019-01-02,2019-01-04,Other,Assault,Assault,D31,Glenfield-Jane Heights (25)
190,43.6574783,-79.4469299,2019-01-02,2019-01-03,Commercial,B&E,Break and Enter,D11,Dufferin Grove (83)
191,43.8048553,-79.1707382,2019-01-02,2019-01-02,Apartment,Assault,Assault,D42,Rouge (131)
192,43.6675644,-79.3856888,2019-01-02,2019-01-03,Apartment,B&E,Break and Enter,D51,Church-Yonge Corridor (75)
193,43.6510582,-79.3787384,2019-01-02,2019-01-02,Outside,Assault - Resist/ Prevent Seiz,Assault,D51,Church-Yonge Corridor (75)
194,43.6510582,-79.3787384,2019-01-02,2019-01-02,Outside,Assault Peace Officer,Assault,D51,Church-Yonge Corridor (75)
195,43.6821442,-79.4234543,2019-01-02,2019-01-02,Commercial,B&E,Break and Enter,D13,Wychwood (94)
196,43.660656,-79.3748474,2019-01-02,2019-01-02,Other,Assault,Assault,D51,Moss Park (73)
197,43.660656,-79.3748474,2019-01-02,2019-01-02,Other,Assault,Assault,D51,Moss Park (73)
198,43.6377869,-79.3985443,2019-01-02,2019-01-02,Outside,Assault,Assault,D14,Waterfront Communities-The Island (77)
199,43.660656,-79.3748474,2019-01-02,2019-01-02,Other,Assault,Assault,D51,Moss Park (73)
200,43.6510582,-79.3787384,2019-01-02,2019-01-02,Outside,Assault - Resist/ Prevent Seiz,Assault,D51,Church-Yonge Corridor (75)
201,43.7096176,-79.3906555,2019-01-02,2019-01-02,Commercial,Assault,Assault,D53,Mount Pleasant West (104)
202,43.6526527,-79.4558868,2019-01-02,2019-01-02,Other,B&E,Break and Enter,D11,High Park-Swansea (87)
203,43.6881485,-79.3018341,2019-01-02,2019-01-02,Outside,Assault With Weapon,Assault,D54,East End-Danforth (62)
204,43.6665268,-79.4045181,2019-01-02,2019-01-02,Commercial,Assault,Assault,D14,Annex (95)
205,43.7864723,-79.4352188,2019-01-02,2019-01-02,House,B&E,Break and Enter,D32,Newtonbrook West (36)
206,43.8018188,-79.3549805,2019-01-02,2019-01-02,Outside,Robbery With Weapon,Robbery,D33,Hillcrest Village (48)
207,43.6915054,-79.287117,2019-01-02,2019-01-02,Apartment,Assault,Assault,D41,Oakridge (121)
208,43.704525,-79.4526215,2019-01-02,2019-01-02,Commercial,B&E,Break and Enter,D13,Yorkdale-Glen Park (31)
209,43.6531715,-79.3757706,2019-01-02,2019-01-02,Commercial,Administering Noxious Thing,Assault,D51,Church-Yonge Corridor (75)
210,43.7387772,-79.2170334,2019-01-02,2019-01-04,Other,Robbery - Mugging,Robbery,D43,Scarborough Village (139)
211,43.7038536,-79.4417496,2019-01-02,2019-01-02,Apartment,Assault,Assault,D13,Briar Hill-Belgravia (108)
212,43.6563301,-79.380928,2019-01-02,2019-01-02,Other,Assault Peace Officer,Assault,D52,Church-Yonge Corridor (75)
213,43.6951485,-79.4527969,2019-01-02,2019-01-02,Commercial,Theft Of Motor Vehicle,Auto Theft,D13,Briar Hill-Belgravia (108)
214,43.740345,-79.568222,2019-01-02,2019-01-02,House,Theft Of Motor Vehicle,Auto Theft,D23,Thistletown-Beaumond Heights (3)
215,43.6796494,-79.4748154,2019-01-02,2019-01-02,Outside,Theft Of Motor Vehicle,Auto Theft,D12,Rockcliffe-Smythe (111)
216,43.5953255,-79.5297699,2019-01-02,2019-01-02,Outside,Assault,Assault,D22,Long Branch (19)
217,43.6511383,-79.4763031,2019-01-02,2019-01-02,Commercial,Robbery - Financial Institute,Robbery,D11,High Park-Swansea (87)
218,43.7672119,-79.5147705,2019-01-02,2019-01-02,Apartment,Unlawfully In Dwelling-House,Break and Enter,D31,Black Creek (24)
219,43.7688293,-79.520401,2019-01-02,2019-01-02,Apartment,Assault,Assault,D31,Black Creek (24)
220,43.6563301,-79.380928,2019-01-02,2019-01-02,Other,Assault Peace Officer,Assault,D52,Church-Yonge Corridor (75)
221,43.7584953,-79.3000336,2019-01-02,2019-01-02,Outside,Assault,Assault,D41,Wexford/Maryvale (119)
222,43.6672974,-79.3737793,2019-01-02,2019-01-02,Apartment,Assault,Assault,D51,North St.James Town (74)
223,43.6072044,-79.520752,2019-01-02,2019-01-02,Other,Assault With Weapon,Assault,D22,Mimico (includes Humber Bay Shores) (17)
224,43.5958176,-79.5276184,2019-01-02,2019-01-02,Outside,Robbery - Other,Robbery,D22,Long Branch (19)
225,43.5958176,-79.5276184,2019-01-02,2019-01-02,Outside,Robbery - Other,Robbery,D22,Long Branch (19)
226,43.7043915,-79.2964249,2019-01-02,2019-01-02,Apartment,Assault,Assault,D54,O'Connor-Parkview (54)
227,43.6621399,-79.3834229,2019-01-02,2019-01-02,Commercial,Assault,Assault,D52,Bay Street Corridor (76)
228,43.7679291,-79.2711105,2019-01-02,2019-01-02,Commercial,Assault,Assault,D41,Bendale (127)
229,43.6672974,-79.3737793,2019-01-02,2019-01-02,Outside,Assault,Assault,D51,Cabbagetown-South St.James Town (71)
230,43.674015,-79.4631729,2019-01-02,2019-01-03,Commercial,B&E,Break and Enter,D12,Weston-Pellam Park (91)
231,43.6692352,-79.3979111,2019-01-02,2019-01-02,Other,Assault,Assault,D53,Annex (95)
232,43.7628937,-79.338768,2019-01-02,2019-01-02,Apartment,B&E,Break and Enter,D33,Parkwoods-Donalda (45)
