id,lat,long,occurrencedate,reporteddate,premisetype,offence,MCI,division,neighbourhood
35051,43.6466827,-79.4065781,2019-12-01,2019-12-01,Other,Assault,Assault,D14,Niagara (82)
35052,43.6672897,-79.3293839,2019-12-01,2019-12-01,Apartment,Assault,Assault,D55,South Riverdale (70)
35053,43.6229706,-79.4812088,2019-12-01,2019-12-01,Apartment,Assault,Assault,D22,Mimico (includes Humber Bay Shores) (17)
35054,43.7931633,-79.3522873,2019-12-01,2019-12-03,Apartment,Assault With Weapon,Assault,D33,Don Valley Village (47)
35055,43.7931633,-79.3522873,2019-12-01,2019-12-03,Apartment,Assault With Weapon,Assault,D33,Don Valley Village (47)
35056,43.7931633,-79.3522873,2019-12-01,2019-12-03,Apartment,Assault With Weapon,Assault,D33,Don Valley Village (47)
35057,43.6477089,-79.401413,2019-12-01,2019-12-01,Outside,Discharge Firearm With Intent,Assault,D14,Waterfront Communities-The Island (77)
35058,43.7757111,-79.4338837,2019-12-01,2019-12-01,Apartment,Assault,Assault,D32,Newtonbrook West (36)
35059,43.7437248,-79.2116623,2019-12-01,2019-12-01,Commercial,B&E,Break and Enter,D43,Scarborough Village (139)
35060,43.7570419,-79.1993027,2019-12-01,2019-12-31,Commercial,B&E W'Intent,Break and Enter,D43,West Hill (136)
35061,43.7032127,-79.3466263,2019-12-01,2019-12-01,Apartment,Assault,Assault,D53,Thorncliffe Park (55)
35062,43.6649399,-79.3845978,2019-12-01,2019-12-01,Outside,Robbery - Mugging,Robbery,D51,Church-Yonge Corridor (75)
35063,43.7682724,-79.5017014,2019-12-01,2019-12-03,House,Assault Peace Officer,Assault,D31,York University Heights (27)
35064,43.7570419,-79.1993027,2019-12-01,2019-12-31,Commercial,B&E,Break and Enter,D43,West Hill (136)
35065,43.7632332,-79.5154495,2019-12-01,2019-12-01,House,Assault Bodily Harm,Assault,D31,Black Creek (24)
35066,43.6621323,-79.3413315,2019-12-01,2019-12-11,Other,B&E,Break and Enter,D55,South Riverdale (70)
35067,43.6862717,-79.3183365,2019-12-02,2019-12-22,House,Assault,Assault,D54,Danforth (66)
35068,43.7567329,-79.5206985,2019-12-02,2019-12-09,Other,Assault With Weapon,Assault,D31,Glenfield-Jane Heights (25)
35069,43.6504211,-79.3886414,2019-12-02,2019-12-05,Commercial,B&E,Break and Enter,D52,Waterfront Communities-The Island (77)
35070,43.7567329,-79.5206985,2019-12-02,2019-12-09,Other,Assault,Assault,D31,Glenfield-Jane Heights (25)
35071,43.7079277,-79.4270554,2019-12-02,2019-12-06,Apartment,B&E,Break and Enter,D53,Forest Hill North (102)
35072,43.7793732,-79.4174347,2019-12-02,2019-12-27,Outside,Robbery - Mugging,Robbery,D32,Newtonbrook West (36)
35073,43.6356773,-79.3983612,2019-12-02,2019-12-20,Commercial,Theft Of Motor Vehicle,Auto Theft,D14,Niagara (82)
35074,43.6668434,-79.5764008,2019-12-02,2019-12-03,House,Theft Of Motor Vehicle,Auto Theft,D22,Eringate-Centennial-West Deane (11)
35075,43.6590996,-79.3821182,2019-12-02,2019-12-02,Apartment,B&E,Break and Enter,D52,Bay Street Corridor (76)
35076,43.7518501,-79.3779984,2019-12-02,2019-12-02,House,B&E,Break and Enter,D33,St.Andrew-Windfields (40)
35077,43.7967262,-79.3018036,2019-12-02,2019-12-02,House,B&E,Break and Enter,D42,L'Amoreaux (117)
35078,43.6861954,-79.4208679,2019-12-02,2019-12-02,Apartment,B&E,Break and Enter,D13,Humewood-Cedarvale (106)
35079,43.6567497,-79.3995895,2019-12-02,2019-12-02,Outside,Assault Peace Officer Wpn/Cbh,Assault,D14,Kensington-Chinatown (78)
35080,43.7703629,-79.3149719,2019-12-02,2019-12-02,Other,B&E,Break and Enter,D42,Tam O'Shanter-Sullivan (118)
35081,43.76754,-79.3954926,2019-12-02,2019-12-02,House,B&E,Break and Enter,D32,Willowdale East (51)
35082,43.7532921,-79.5362625,2019-12-02,2019-12-02,Other,Assault,Assault,D31,Humbermede (22)
35083,43.6483269,-79.3984146,2019-12-02,2019-12-02,Commercial,B&E,Break and Enter,D14,Kensington-Chinatown (78)
35084,43.674221,-79.5554733,2019-12-02,2019-12-02,Commercial,Robbery - Mugging,Robbery,D22,Princess-Rosethorn (10)
35085,43.804718,-79.1667252,2019-12-02,2019-12-02,House,Assault,Assault,D42,Rouge (131)
35086,43.6510239,-79.4018707,2019-12-02,2019-12-02,Other,Assault,Assault,D14,Kensington-Chinatown (78)
35087,43.6383362,-79.5572128,2019-12-02,2019-12-02,Apartment,B&E,Break and Enter,D22,Islington-City Centre West (14)
35088,43.8168488,-79.3292694,2019-12-02,2019-12-02,Commercial,Theft From Motor Vehicle Over,Theft Over,D42,Steeles (116)
35089,43.8168488,-79.3292694,2019-12-02,2019-12-02,Commercial,B&E W'Intent,Break and Enter,D42,Steeles (116)
35090,43.6613731,-79.38311,2019-12-02,2019-12-02,Other,Assault,Assault,D52,Bay Street Corridor (76)
35091,43.7868004,-79.2607117,2019-12-02,2019-12-02,House,B&E,Break and Enter,D42,Agincourt South-Malvern West (128)
35092,43.8015862,-79.4007187,2019-12-02,2019-12-02,House,B&E,Break and Enter,D32,Newtonbrook East (50)
35093,43.7531586,-79.3390884,2019-12-02,2019-12-03,House,B&E,Break and Enter,D33,Parkwoods-Donalda (45)
35094,43.7117043,-79.5667038,2019-12-02,2019-12-02,Commercial,Robbery - Mugging,Robbery,D23,West Humber-Clairville (1)
35095,43.674221,-79.5554733,2019-12-02,2019-12-02,Outside,Assault With Weapon,Assault,D22,Princess-Rosethorn (10)
35096,43.6801376,-79.49189,2019-12-02,2019-12-03,House,Theft Of Motor Vehicle,Auto Theft,D12,Rockcliffe-Smythe (111)
35097,43.6736794,-79.3426895,2019-12-02,2019-12-03,Outside,Theft Of Motor Vehicle,Auto Theft,D55,North Riverdale (68)
35098,43.7626228,-79.5644226,2019-12-02,2019-12-03,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Humber Summit (21)
35099,43.6769485,-79.5393524,2019-12-02,2019-12-03,House,Theft Of Motor Vehicle,Auto Theft,D22,Princess-Rosethorn (10)
35100,43.6682091,-79.3336258,2019-12-02,2019-12-03,Outside,Theft Of Motor Vehicle,Auto Theft,D55,South Riverdale (70)
35101,43.7140083,-79.5650101,2019-12-02,2019-12-03,House,Theft Of Motor Vehicle,Auto Theft,D23,Rexdale-Kipling (4)
35102,43.6006851,-79.5180206,2019-12-02,2019-12-04,Other,Assault,Assault,D22,New Toronto (18)
35103,43.6549606,-79.3374329,2019-12-02,2019-12-03,Commercial,B&E,Break and Enter,D55,South Riverdale (70)
35104,43.701088,-79.4406128,2019-12-02,2019-12-03,Apartment,Assault,Assault,D13,Briar Hill-Belgravia (108)
35105,43.6994324,-79.4759674,2019-12-02,2019-12-03,Apartment,Theft Over,Theft Over,D12,Brookhaven-Amesbury (30)
35106,43.6723595,-79.3768539,2019-12-02,2019-12-02,Other,Assault With Weapon,Assault,D51,North St.James Town (74)
35107,43.6359482,-79.5536804,2019-12-02,2019-12-04,Apartment,Assault,Assault,D22,Islington-City Centre West (14)
35108,43.7642326,-79.2048569,2019-12-02,2019-12-02,Outside,Assault,Assault,D43,Morningside (135)
35109,43.7187614,-79.5729218,2019-12-02,2019-12-02,Apartment,Assault,Assault,D23,West Humber-Clairville (1)
35110,43.65308,-79.5801926,2019-12-02,2019-12-02,Outside,Robbery - Mugging,Robbery,D22,Eringate-Centennial-West Deane (11)
35111,43.6902275,-79.4012146,2019-12-02,2019-12-02,House,Assault,Assault,D53,Yonge-St.Clair (97)
35112,43.6430931,-79.3506165,2019-12-02,2019-12-02,Commercial,Assault,Assault,D51,South Riverdale (70)
35113,43.6437035,-79.3899841,2019-12-02,2019-12-02,Outside,Assault,Assault,D52,Waterfront Communities-The Island (77)
35114,43.6620178,-79.4072189,2019-12-02,2019-12-02,Commercial,B&E,Break and Enter,D14,University (79)
35115,43.671833,-79.3353424,2019-12-02,2019-12-02,Other,Assault,Assault,D55,South Riverdale (70)
35116,43.6498947,-79.380806,2019-12-02,2019-12-02,Outside,Assault,Assault,D52,Bay Street Corridor (76)
35117,43.6858025,-79.4450302,2019-12-02,2019-12-02,Apartment,Assault,Assault,D13,Oakwood Village (107)
35118,43.7467422,-79.5264206,2019-12-02,2019-12-02,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Glenfield-Jane Heights (25)
35119,43.6939697,-79.444603,2019-12-02,2019-12-02,Outside,Theft Of Motor Vehicle,Auto Theft,D13,Oakwood Village (107)
35120,43.6659927,-79.4500656,2019-12-02,2019-12-02,Outside,Assault,Assault,D11,Dovercourt-Wallace Emerson-Junction (93)
35121,43.7605705,-79.2938385,2019-12-02,2019-12-02,Outside,Theft Of Motor Vehicle,Auto Theft,D41,Wexford/Maryvale (119)
35122,43.6555824,-79.3584137,2019-12-02,2019-12-02,Outside,Assault,Assault,D51,Moss Park (73)
35123,43.7825775,-79.4901276,2019-12-02,2019-12-02,Commercial,B&E,Break and Enter,D31,York University Heights (27)
35124,43.7418175,-79.5308533,2019-12-02,2019-12-02,Other,B&E,Break and Enter,D31,Humbermede (22)
35125,43.6555824,-79.3584137,2019-12-02,2019-12-02,Outside,Assault,Assault,D51,Moss Park (73)
35126,43.7279472,-79.2827606,2019-12-02,2019-12-02,Other,Assault,Assault,D41,Clairlea-Birchmount (120)
35127,43.7248802,-79.4482651,2019-12-02,2019-12-02,Other,Assault,Assault,D32,Yorkdale-Glen Park (31)
35128,43.7523041,-79.5993042,2019-12-02,2019-12-02,Commercial,Robbery - Financial Institute,Robbery,D23,West Humber-Clairville (1)
35129,43.6662865,-79.3783493,2019-12-02,2019-12-02,Commercial,Assault,Assault,D51,North St.James Town (74)
35130,43.6545258,-79.3694611,2019-12-02,2019-12-02,Commercial,Theft Of Motor Vehicle,Auto Theft,D51,Moss Park (73)
35131,43.7523041,-79.5993042,2019-12-02,2019-12-02,Commercial,Robbery - Financial Institute,Robbery,D23,West Humber-Clairville (1)
35132,43.7523041,-79.5993042,2019-12-02,2019-12-02,Commercial,Robbery - Financial Institute,Robbery,D23,West Humber-Clairville (1)
35133,43.6452942,-79.3824692,2019-12-02,2019-12-02,Commercial,Assault With Weapon,Assault,D52,Waterfront Communities-The Island (77)
35134,43.6452942,-79.3824692,2019-12-02,2019-12-02,Commercial,Assault Peace Officer,Assault,D52,Waterfront Communities-The Island (77)
35135,43.7274132,-79.2659149,2019-12-02,2019-12-02,Commercial,B&E,Break and Enter,D41,Kennedy Park (124)
35136,43.7794762,-79.2820663,2019-12-02,2019-12-02,Apartment,Assault,Assault,D42,Agincourt South-Malvern West (128)
35137,43.7010422,-79.5194016,2019-12-02,2019-12-02,Commercial,Assault With Weapon,Assault,D12,Weston (113)
35138,43.6452942,-79.3824692,2019-12-02,2019-12-02,Commercial,Assault With Weapon,Assault,D52,Waterfront Communities-The Island (77)
35139,43.7239494,-79.4941559,2019-12-03,2019-12-03,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Downsview-Roding-CFB (26)
35140,43.6817131,-79.3313522,2019-12-03,2019-12-06,Outside,Theft Of Motor Vehicle,Auto Theft,D55,Greenwood-Coxwell (65)
35141,43.7425652,-79.4924164,2019-12-03,2019-12-03,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Downsview-Roding-CFB (26)
35142,43.662941,-79.5034943,2019-12-03,2019-12-03,Outside,Theft Of Motor Vehicle,Auto Theft,D11,Lambton Baby Point (114)
35143,43.7436447,-79.6039124,2019-12-03,2019-12-03,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
35144,43.6693611,-79.3910294,2019-12-03,2019-12-03,Commercial,B&E,Break and Enter,D53,Annex (95)
35145,43.7032127,-79.3466263,2019-12-03,2019-12-03,Apartment,Assault With Weapon,Assault,D53,Thorncliffe Park (55)
35146,43.588665,-79.5439224,2019-12-03,2019-12-03,Apartment,Assault,Assault,D22,Long Branch (19)
35147,43.6676369,-79.3722076,2019-12-03,2019-12-03,Outside,Assault,Assault,D51,North St.James Town (74)
35148,43.7576141,-79.5153656,2019-12-03,2019-12-03,Commercial,Assault,Assault,D31,Glenfield-Jane Heights (25)
35149,43.7242546,-79.5215149,2019-12-03,2019-12-03,House,Assault,Assault,D31,Downsview-Roding-CFB (26)
35150,43.6504517,-79.4506607,2019-12-03,2019-12-03,Commercial,B&E,Break and Enter,D11,Roncesvalles (86)
35151,43.7110405,-79.3771591,2019-12-03,2019-12-03,Commercial,B&E W'Intent,Break and Enter,D53,Leaside-Bennington (56)
35152,43.6855698,-79.4461136,2019-12-03,2019-12-03,Outside,Robbery - Other,Robbery,D13,Caledonia-Fairbank (109)
35153,43.7703896,-79.2201233,2019-12-03,2019-12-03,Apartment,Assault,Assault,D43,Woburn (137)
35154,43.7032967,-79.3881531,2019-12-03,2019-12-03,Commercial,B&E,Break and Enter,D53,Mount Pleasant West (104)
35155,43.7709961,-79.4133148,2019-12-03,2019-12-03,Apartment,B&E,Break and Enter,D32,Willowdale East (51)
35156,43.8090973,-79.326088,2019-12-03,2019-12-03,House,B&E,Break and Enter,D42,Steeles (116)
35157,43.6868439,-79.4332123,2019-12-03,2019-12-03,Apartment,Assault,Assault,D13,Oakwood Village (107)
35158,43.6579094,-79.3815842,2019-12-03,2019-12-03,Commercial,Assault With Weapon,Assault,D52,Bay Street Corridor (76)
35159,43.6638069,-79.4919586,2019-12-03,2019-12-03,House,Theft Of Motor Vehicle,Auto Theft,D11,Runnymede-Bloor West Village (89)
35160,43.6621971,-79.5851974,2019-12-03,2019-12-04,House,Theft Of Motor Vehicle,Auto Theft,D22,Eringate-Centennial-West Deane (11)
35161,43.6530533,-79.4501114,2019-12-03,2019-12-03,Outside,Theft Of Motor Vehicle,Auto Theft,D11,Roncesvalles (86)
35162,43.7126236,-79.3277817,2019-12-03,2019-12-07,Outside,Theft Of Motor Vehicle,Auto Theft,D54,Flemingdon Park (44)
35163,43.7604256,-79.4873352,2019-12-03,2019-12-07,Commercial,Theft Of Motor Vehicle,Auto Theft,D31,York University Heights (27)
35164,43.6371803,-79.4360352,2019-12-03,2019-12-04,Apartment,Assault,Assault,D14,South Parkdale (85)
35165,43.655117,-79.4167328,2019-12-03,2019-12-07,Commercial,Assault,Assault,D14,Palmerston-Little Italy (80)
35166,43.7299652,-79.2778625,2019-12-03,2019-12-04,Commercial,Assault With Weapon,Assault,D41,Ionview (125)
35167,43.6721458,-79.4406281,2019-12-03,2019-12-04,Other,Assault,Assault,D13,Dovercourt-Wallace Emerson-Junction (93)
35168,43.742466,-79.567749,2019-12-03,2019-12-04,Apartment,Assault With Weapon,Assault,D23,Thistletown-Beaumond Heights (3)
35169,43.7307205,-79.2347946,2019-12-03,2019-12-04,House,B&E W'Intent,Break and Enter,D43,Cliffcrest (123)
35170,43.6557808,-79.3580399,2019-12-03,2019-12-09,Commercial,B&E,Break and Enter,D51,Moss Park (73)
35171,43.7274246,-79.4276581,2019-12-03,2019-12-04,Other,Assault,Assault,D32,Bedford Park-Nortown (39)
35172,43.7802696,-79.3487167,2019-12-03,2019-12-06,Apartment,Assault,Assault,D33,Don Valley Village (47)
35173,43.6515503,-79.3670502,2019-12-03,2019-12-10,Apartment,Theft Over,Theft Over,D51,Moss Park (73)
35174,43.680912,-79.2786789,2019-12-03,2019-12-04,House,Assault,Assault,D41,Birchcliffe-Cliffside (122)
35175,43.7266464,-79.3275604,2019-12-03,2019-12-04,Apartment,B&E,Break and Enter,D33,Banbury-Don Mills (42)
35176,43.6992836,-79.5198898,2019-12-03,2019-12-04,Apartment,Assault,Assault,D12,Weston (113)
35177,43.7384186,-79.4342499,2019-12-03,2019-12-04,Apartment,Assault,Assault,D32,Lansing-Westgate (38)
35178,43.7773056,-79.3939209,2019-12-03,2019-12-04,House,B&E,Break and Enter,D32,Willowdale East (51)
35179,43.6952591,-79.4967422,2019-12-03,2019-12-04,House,Theft Of Motor Vehicle,Auto Theft,D12,Brookhaven-Amesbury (30)
35180,43.7483101,-79.5997238,2019-12-03,2019-12-04,House,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
35181,43.7989998,-79.1567001,2019-12-03,2019-12-04,House,Theft Of Motor Vehicle,Auto Theft,D42,Rouge (131)
35182,43.6647186,-79.437439,2019-12-03,2019-12-04,House,Theft Of Motor Vehicle,Auto Theft,D11,Dovercourt-Wallace Emerson-Junction (93)
35183,43.7563591,-79.4892197,2019-12-03,2019-12-04,Commercial,Theft Of Motor Vehicle,Auto Theft,D31,York University Heights (27)
35184,43.7138672,-79.4169769,2019-12-03,2019-12-04,House,Theft Of Motor Vehicle,Auto Theft,D53,Lawrence Park South (103)
35185,43.7915764,-79.1783295,2019-12-03,2019-12-03,House,Theft Of Motor Vehicle,Auto Theft,D43,Highland Creek (134)
35186,43.7105942,-79.393898,2019-12-03,2019-12-03,Apartment,Assault,Assault,D53,Mount Pleasant West (104)
35187,43.7685242,-79.4163208,2019-12-03,2019-12-03,Other,Assault,Assault,D32,Willowdale West (37)
35188,43.6968765,-79.3669586,2019-12-03,2019-12-03,Apartment,Assault,Assault,D53,Leaside-Bennington (56)
35189,43.6906395,-79.2853851,2019-12-03,2019-12-03,Commercial,Assault Peace Officer,Assault,D41,Oakridge (121)
35190,43.7607155,-79.4107513,2019-12-03,2019-12-03,Commercial,B&E,Break and Enter,D32,Lansing-Westgate (38)
35191,43.8184509,-79.3047562,2019-12-03,2019-12-03,Commercial,Assault,Assault,D42,Milliken (130)
35192,43.64291,-79.4077148,2019-12-03,2019-12-14,Apartment,B&E,Break and Enter,D14,Niagara (82)
35193,43.770092,-79.3635941,2019-12-03,2019-12-18,Other,Theft Over,Theft Over,D33,Bayview Village (52)
35194,43.6823616,-79.32827,2019-12-03,2019-12-03,Commercial,Theft From Mail / Bag / Key,Theft Over,D54,Danforth (66)
35195,43.7009468,-79.3733749,2019-12-03,2019-12-03,Commercial,B&E,Break and Enter,D53,Mount Pleasant East (99)
35196,43.8184509,-79.3047562,2019-12-03,2019-12-03,Commercial,Assault Peace Officer,Assault,D42,Milliken (130)
35197,43.7617531,-79.347229,2019-12-03,2019-12-11,Outside,Assault With Weapon,Assault,D33,Parkwoods-Donalda (45)
35198,43.7750969,-79.3734283,2019-12-03,2019-12-20,House,B&E,Break and Enter,D33,Bayview Village (52)
35199,43.776413,-79.406189,2019-12-03,2019-12-03,Apartment,Assault,Assault,D32,Willowdale East (51)
35200,43.6913719,-79.3495483,2019-12-03,2019-12-03,Other,Pointing A Firearm,Assault,D54,Broadview North (57)
35201,43.6858025,-79.4450302,2019-12-03,2019-12-03,Outside,Robbery - Mugging,Robbery,D13,Oakwood Village (107)
35202,43.7352448,-79.2798691,2019-12-03,2019-12-23,Commercial,Theft Of Motor Vehicle,Auto Theft,D41,Wexford/Maryvale (119)
35203,43.6858025,-79.4450302,2019-12-03,2019-12-03,Outside,Robbery - Mugging,Robbery,D13,Oakwood Village (107)
35204,43.7607155,-79.4107513,2019-12-03,2019-12-03,Other,Assault,Assault,D32,Lansing-Westgate (38)
35205,43.7736244,-79.1907196,2019-12-03,2019-12-05,House,Pointing A Firearm,Assault,D43,West Hill (136)
35206,43.7736244,-79.1907196,2019-12-03,2019-12-05,House,Assault,Assault,D43,West Hill (136)
35207,43.7105942,-79.393898,2019-12-03,2019-12-03,Apartment,Assault With Weapon,Assault,D53,Mount Pleasant West (104)
35208,43.7043533,-79.39785,2019-12-03,2019-12-03,Other,Assault,Assault,D53,Yonge-Eglinton (100)
35209,43.6579094,-79.3815842,2019-12-03,2019-12-03,Commercial,Assault With Weapon,Assault,D52,Bay Street Corridor (76)
35210,43.6855698,-79.4461136,2019-12-03,2019-12-03,Outside,Robbery - Mugging,Robbery,D13,Oakwood Village (107)
35211,43.7931137,-79.2710342,2019-12-03,2019-12-03,House,B&E,Break and Enter,D42,Agincourt South-Malvern West (128)
35212,43.8184509,-79.3047562,2019-12-03,2019-12-03,Commercial,Assault Peace Officer,Assault,D42,Milliken (130)
35213,43.6858025,-79.4450302,2019-12-03,2019-12-03,Outside,Robbery - Mugging,Robbery,D13,Oakwood Village (107)
35214,43.6997337,-79.5479736,2019-12-03,2019-12-05,Apartment,B&E,Break and Enter,D23,Kingsview Village-The Westway (6)
35215,43.8184509,-79.3047562,2019-12-03,2019-12-03,Commercial,Assault Peace Officer,Assault,D42,Milliken (130)
35216,43.6793556,-79.5653763,2019-12-03,2019-12-03,Apartment,Robbery - Home Invasion,Robbery,D23,Willowridge-Martingrove-Richview (7)
35217,43.7685242,-79.4163208,2019-12-03,2019-12-03,Other,Assault,Assault,D32,Willowdale West (37)
35218,43.6353416,-79.4186554,2019-12-03,2019-12-03,Commercial,B&E,Break and Enter,D14,Niagara (82)
35219,43.6525993,-79.5044632,2019-12-03,2019-12-03,House,B&E,Break and Enter,D22,Kingsway South (15)
35220,43.6563301,-79.380928,2019-12-03,2019-12-03,Commercial,Assault,Assault,D51,Church-Yonge Corridor (75)
35221,43.6563301,-79.380928,2019-12-03,2019-12-03,Commercial,Assault - Resist/ Prevent Seiz,Assault,D51,Church-Yonge Corridor (75)
35222,43.6607933,-79.3412704,2019-12-03,2019-12-03,Outside,Assault,Assault,D55,South Riverdale (70)
35223,43.7715263,-79.3758316,2019-12-03,2019-12-03,House,B&E,Break and Enter,D33,Bayview Village (52)
35224,43.6793556,-79.5653763,2019-12-03,2019-12-03,Apartment,Robbery - Home Invasion,Robbery,D23,Willowridge-Martingrove-Richview (7)
35225,43.6582947,-79.3710327,2019-12-03,2019-12-03,Apartment,Assault,Assault,D51,Moss Park (73)
35226,43.6517639,-79.3824234,2019-12-03,2019-12-03,Commercial,Assault,Assault,D52,Bay Street Corridor (76)
35227,43.6615181,-79.4097672,2019-12-03,2019-12-03,Commercial,B&E,Break and Enter,D14,University (79)
35228,43.6579094,-79.3815842,2019-12-03,2019-12-03,Commercial,Assault,Assault,D51,Church-Yonge Corridor (75)
35229,43.8116684,-79.2592773,2019-12-03,2019-12-03,House,B&E W'Intent,Break and Enter,D42,Agincourt North (129)
35230,43.6419144,-79.4018936,2019-12-03,2019-12-03,Outside,Assault With Weapon,Assault,D14,Niagara (82)
35231,43.7043533,-79.39785,2019-12-03,2019-12-03,Other,Assault With Weapon,Assault,D53,Yonge-Eglinton (100)
35232,43.6997337,-79.5479736,2019-12-03,2019-12-05,Apartment,B&E,Break and Enter,D23,Kingsview Village-The Westway (6)
35233,43.7194862,-79.4439087,2019-12-03,2019-12-03,Outside,Discharge Firearm With Intent,Assault,D32,Englemount-Lawrence (32)
35234,43.6872902,-79.3328171,2019-12-03,2019-12-04,Apartment,Assault With Weapon,Assault,D54,Danforth East York (59)
35235,43.6480141,-79.4021912,2019-12-03,2019-12-03,Commercial,Assault,Assault,D14,Kensington-Chinatown (78)
35236,43.7952042,-79.2919922,2019-12-03,2019-12-03,House,B&E,Break and Enter,D42,L'Amoreaux (117)
35237,43.6471901,-79.404007,2019-12-03,2019-12-03,Commercial,Assault,Assault,D14,Trinity-Bellwoods (81)
35238,43.6536789,-79.4986954,2019-12-03,2019-12-05,House,B&E,Break and Enter,D11,Lambton Baby Point (114)
35239,43.6320419,-79.5751572,2019-12-03,2019-12-03,Outside,Robbery - Mugging,Robbery,D22,Markland Wood (12)
35240,43.6320419,-79.5751572,2019-12-03,2019-12-03,Outside,Assault Bodily Harm,Assault,D22,Markland Wood (12)
35241,43.6518974,-79.3817139,2019-12-03,2019-12-03,Other,Assault Bodily Harm,Assault,D52,Bay Street Corridor (76)
35242,43.6351776,-79.401329,2019-12-04,2019-12-04,Apartment,Assault,Assault,D14,Niagara (82)
35243,43.7426338,-79.245224,2019-12-04,2019-12-04,Apartment,Assault,Assault,D43,Eglinton East (138)
35244,43.6796074,-79.5453262,2019-12-04,2019-12-04,Commercial,B&E,Break and Enter,D23,Willowridge-Martingrove-Richview (7)
35245,43.6473656,-79.5113602,2019-12-04,2019-12-04,Other,Theft Over - Shoplifting,Theft Over,D22,Kingsway South (15)
35246,43.6453629,-79.4231415,2019-12-04,2019-12-04,Apartment,B&E,Break and Enter,D14,Little Portugal (84)
35247,43.7774582,-79.3858032,2019-12-04,2019-12-04,House,B&E,Break and Enter,D33,Bayview Village (52)
35248,43.6644096,-79.567688,2019-12-04,2019-12-04,House,B&E,Break and Enter,D22,Eringate-Centennial-West Deane (11)
35249,43.6980247,-79.2809982,2019-12-04,2019-12-04,Apartment,Assault Bodily Harm,Assault,D41,Oakridge (121)
35250,43.6814842,-79.3323822,2019-12-04,2019-12-04,Commercial,Robbery With Weapon,Robbery,D54,Danforth (66)
35251,43.7461739,-79.4237061,2019-12-04,2019-12-04,House,B&E,Break and Enter,D32,Lansing-Westgate (38)
35252,43.6582947,-79.3710327,2019-12-04,2019-12-04,Outside,Assault With Weapon,Assault,D51,Moss Park (73)
35253,43.7638474,-79.3738327,2019-12-04,2019-12-04,House,Robbery - Vehicle Jacking,Robbery,D33,St.Andrew-Windfields (40)
35254,43.6582947,-79.3710327,2019-12-04,2019-12-04,Outside,Assault Bodily Harm,Assault,D51,Moss Park (73)
35255,43.6639061,-79.3841553,2019-12-04,2019-12-04,Commercial,B&E,Break and Enter,D51,Church-Yonge Corridor (75)
35256,43.6579094,-79.3815842,2019-12-04,2019-12-04,Commercial,Assault With Weapon,Assault,D52,Bay Street Corridor (76)
35257,43.7144051,-79.3363495,2019-12-04,2019-12-07,Commercial,Theft From Mail / Bag / Key,Theft Over,D54,Flemingdon Park (44)
35258,43.6957626,-79.2918549,2019-12-04,2019-12-04,Apartment,Assault,Assault,D54,Taylor-Massey (61)
35259,43.7680206,-79.3716354,2019-12-04,2019-12-04,Apartment,Robbery - Vehicle Jacking,Robbery,D33,Bayview Village (52)
35260,43.6408424,-79.4354095,2019-12-04,2019-12-04,Apartment,Robbery - Home Invasion,Robbery,D11,Roncesvalles (86)
35261,43.6684799,-79.387413,2019-12-04,2019-12-07,Commercial,B&E,Break and Enter,D52,Bay Street Corridor (76)
35262,43.6406021,-79.4280014,2019-12-04,2019-12-07,Outside,Theft Of Motor Vehicle,Auto Theft,D14,South Parkdale (85)
35263,43.7503891,-79.6076813,2019-12-04,2019-12-21,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
35264,43.6598854,-79.4353638,2019-12-04,2019-12-04,Outside,Assault,Assault,D14,Dufferin Grove (83)
35265,43.648056,-79.4497223,2019-12-04,2019-12-04,Commercial,B&E,Break and Enter,D11,High Park-Swansea (87)
35266,43.7106628,-79.4539871,2019-12-04,2019-12-04,Commercial,B&E,Break and Enter,D13,Yorkdale-Glen Park (31)
35267,43.6824875,-79.4066772,2019-12-04,2019-12-09,Commercial,B&E,Break and Enter,D53,Casa Loma (96)
35268,43.671917,-79.3790665,2019-12-04,2019-12-27,Outside,Assault,Assault,D51,North St.James Town (74)
35269,43.6485405,-79.3974152,2019-12-04,2019-12-04,Outside,Theft Of Motor Vehicle,Auto Theft,D14,Kensington-Chinatown (78)
35270,43.7293472,-79.5933228,2019-12-04,2019-12-04,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
35271,43.7842064,-79.3996582,2019-12-04,2019-12-04,Other,Theft Of Motor Vehicle,Auto Theft,D32,Newtonbrook East (50)
35272,43.779171,-79.4394455,2019-12-04,2019-12-04,House,Theft Of Motor Vehicle,Auto Theft,D32,Newtonbrook West (36)
35273,43.7680206,-79.3716354,2019-12-04,2019-12-04,Apartment,Theft Of Motor Vehicle,Auto Theft,D33,Bayview Village (52)
35274,43.7187958,-79.4634476,2019-12-04,2019-12-04,Outside,Theft Of Motor Vehicle,Auto Theft,D32,Yorkdale-Glen Park (31)
